HGNC ID	Approved Symbol	Approved Name	Previous Symbols	Synonyms	Ensembl ID(supplied by Ensembl)
HGNC:14724	OR9Q1	olfactory receptor family 9 subfamily Q member 1			ENSG00000186509
HGNC:15328	OR9Q2	olfactory receptor family 9 subfamily Q member 2	OR9Q2P		ENSG00000186513
HGNC:8161	OR10A2	olfactory receptor family 10 subfamily A member 2	OR10A2P	OST363	ENSG00000170790
HGNC:8162	OR10A3	olfactory receptor family 10 subfamily A member 3		HTPCRX12, HSHTPCRX12	ENSG00000170683
HGNC:15130	OR10A4	olfactory receptor family 10 subfamily A member 4	OR10A4P		ENSG00000170782
HGNC:15131	OR10A5	olfactory receptor family 10 subfamily A member 5	OR10A1	OR11-403, JCG6	ENSG00000166363
HGNC:15132	OR10A6	olfactory receptor family 10 subfamily A member 6 (gene/pseudogene)			ENSG00000279000
HGNC:15329	OR10A7	olfactory receptor family 10 subfamily A member 7			ENSG00000179919
HGNC:14758	OR10AC1	olfactory receptor family 10 subfamily AC member 1 (gene/pseudogene)	OR10AC1P		ENSG00000176510
HGNC:14819	OR10AD1	olfactory receptor family 10 subfamily AD member 1	OR10AD1P		ENSG00000172640
HGNC:19607	OR10AG1	olfactory receptor family 10 subfamily AG member 1			ENSG00000174970
HGNC:8165	OR10C1	olfactory receptor family 10 subfamily C member 1 (gene/pseudogene)	OR10C2	hs6M1-17, OR10C1P	ENSG00000206474
HGNC:8168	OR10D3	olfactory receptor family 10 subfamily D member 3 (putative)	OR10D3P	HTPCRX09	ENSG00000197309
HGNC:8170	OR10G2	olfactory receptor family 10 subfamily G member 2			ENSG00000255582
HGNC:8171	OR10G3	olfactory receptor family 10 subfamily G member 3			ENSG00000169208
HGNC:14809	OR10G4	olfactory receptor family 10 subfamily G member 4			ENSG00000254737
HGNC:14836	OR10G6	olfactory receptor family 10 subfamily G member 6	OR10G6P	OR10G6Q	ENSG00000198674
HGNC:14842	OR10G7	olfactory receptor family 10 subfamily G member 7			ENSG00000182634
HGNC:14845	OR10G8	olfactory receptor family 10 subfamily G member 8			ENSG00000234560
HGNC:15129	OR10G9	olfactory receptor family 10 subfamily G member 9	OR10G10P		ENSG00000236981
HGNC:8172	OR10H1	olfactory receptor family 10 subfamily H member 1			ENSG00000186723
HGNC:8173	OR10H2	olfactory receptor family 10 subfamily H member 2			ENSG00000171942
HGNC:8174	OR10H3	olfactory receptor family 10 subfamily H member 3			ENSG00000171936
HGNC:15388	OR10H4	olfactory receptor family 10 subfamily H member 4			ENSG00000176231
HGNC:15389	OR10H5	olfactory receptor family 10 subfamily H member 5			ENSG00000172519
HGNC:8175	OR10J1	olfactory receptor family 10 subfamily J member 1		HGMP07J, HSHGMP07J	ENSG00000196184
HGNC:14992	OR10J3	olfactory receptor family 10 subfamily J member 3	OR10J3P		ENSG00000196266
HGNC:15408	OR10J4	olfactory receptor family 10 subfamily J member 4 (gene/pseudogene)	OR10J4P	OST717	ENSG00000249730
HGNC:14993	OR10J5	olfactory receptor family 10 subfamily J member 5			ENSG00000184155
HGNC:14693	OR10K1	olfactory receptor family 10 subfamily K member 1			ENSG00000173285
HGNC:14826	OR10K2	olfactory receptor family 10 subfamily K member 2			ENSG00000180708
HGNC:15378	OR10P1	olfactory receptor family 10 subfamily P member 1	OR10P1P, OR10P2P, OR10P3P	OST701	ENSG00000175398
HGNC:15134	OR10Q1	olfactory receptor family 10 subfamily Q member 1			ENSG00000180475
HGNC:14820	OR10R2	olfactory receptor family 10 subfamily R member 2		OR10R2Q	ENSG00000198965
HGNC:14807	OR10S1	olfactory receptor family 10 subfamily S member 1			ENSG00000196248
HGNC:14816	OR10T2	olfactory receptor family 10 subfamily T member 2			ENSG00000186306
HGNC:15136	OR10V1	olfactory receptor family 10 subfamily V member 1			ENSG00000172289
HGNC:15139	OR10W1	olfactory receptor family 10 subfamily W member 1	OR10W1P		ENSG00000172772
HGNC:14995	OR10X1	olfactory receptor family 10 subfamily X member 1 (gene/pseudogene)	OR10X1P		ENSG00000279111
HGNC:14996	OR10Z1	olfactory receptor family 10 subfamily Z member 1			ENSG00000198967
HGNC:8176	OR11A1	olfactory receptor family 11 subfamily A member 1	OR11A2	hs6M1-18	ENSG00000204694
HGNC:15346	OR11G2	olfactory receptor family 11 subfamily G member 2			ENSG00000196832
HGNC:15404	OR11H1	olfactory receptor family 11 subfamily H member 1		OR22-1	ENSG00000130538
HGNC:14716	OR11H2	olfactory receptor family 11 subfamily H member 2	OR11H2P, OR11H8P, C14orf15		ENSG00000258453
HGNC:15347	OR11H4	olfactory receptor family 11 subfamily H member 4			ENSG00000176198
HGNC:15349	OR11H6	olfactory receptor family 11 subfamily H member 6			ENSG00000176219
HGNC:15350	OR11H7	olfactory receptor family 11 subfamily H member 7 (gene/pseudogene)	OR11H7P		ENSG00000258806
HGNC:30738	OR11H12	olfactory receptor family 11 subfamily H member 12			ENSG00000257115
HGNC:14998	OR11L1	olfactory receptor family 11 subfamily L member 1			ENSG00000197591
HGNC:8177	OR12D1	olfactory receptor family 12 subfamily D member 1 (gene/pseudogene)	OR12D1P	hs6M1-19	ENSG00000251608
HGNC:8178	OR12D2	olfactory receptor family 12 subfamily D member 2 (gene/pseudogene)		hs6M1-20	ENSG00000280236
HGNC:13963	OR12D3	olfactory receptor family 12 subfamily D member 3		hs6M1-27	ENSG00000112462
HGNC:14772	OR13A1	olfactory receptor family 13 subfamily A member 1			ENSG00000256574
HGNC:14701	OR13C2	olfactory receptor family 13 subfamily C member 2			ENSG00000276119
HGNC:14704	OR13C3	olfactory receptor family 13 subfamily C member 3			ENSG00000204246
HGNC:14722	OR13C4	olfactory receptor family 13 subfamily C member 4			ENSG00000148136
HGNC:15100	OR13C5	olfactory receptor family 13 subfamily C member 5			ENSG00000277556
HGNC:15102	OR13C7	olfactory receptor family 13 subfamily C member 7 (gene/pseudogene)	OR13C7P	OST706	ENSG00000243641
HGNC:15103	OR13C8	olfactory receptor family 13 subfamily C member 8			ENSG00000186943
HGNC:15104	OR13C9	olfactory receptor family 13 subfamily C member 9			ENSG00000136839
HGNC:14695	OR13D1	olfactory receptor family 13 subfamily D member 1			ENSG00000179055
HGNC:14723	OR13F1	olfactory receptor family 13 subfamily F member 1			ENSG00000186881
HGNC:14999	OR13G1	olfactory receptor family 13 subfamily G member 1			ENSG00000197437
HGNC:14755	OR13H1	olfactory receptor family 13 subfamily H member 1			ENSG00000171054
HGNC:15108	OR13J1	olfactory receptor family 13 subfamily J member 1			ENSG00000168828
HGNC:15024	OR14A2	olfactory receptor family 14 subfamily A member 2	OR5AX1P, OR5AX1		ENSG00000241128
HGNC:15022	OR14A16	olfactory receptor family 14 subfamily A member 16	OR5AT1		ENSG00000196772
HGNC:15026	OR14C36	olfactory receptor family 14 subfamily C member 36	OR5BF1		ENSG00000177174
HGNC:19575	OR14I1	olfactory receptor family 14 subfamily I member 1	OR5BU1P, OR5BU1		ENSG00000189181
HGNC:13971	OR14J1	olfactory receptor family 14 subfamily J member 1	OR5U1	hs6M1-28	ENSG00000204695
HGNC:15025	OR14K1	olfactory receptor family 14 subfamily K member 1	OR5AY1		ENSG00000153230
HGNC:14764	OR51A2	olfactory receptor family 51 subfamily A member 2			ENSG00000205496
HGNC:14795	OR51A4	olfactory receptor family 51 subfamily A member 4			ENSG00000205497
HGNC:15188	OR51A7	olfactory receptor family 51 subfamily A member 7			ENSG00000176895
HGNC:14703	OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)	OR51B1P		ENSG00000279012
HGNC:14708	OR51B4	olfactory receptor family 51 subfamily B member 4			ENSG00000183251
HGNC:19599	OR51B5	olfactory receptor family 51 subfamily B member 5			
HGNC:19600	OR51B6	olfactory receptor family 51 subfamily B member 6			ENSG00000176239
HGNC:15193	OR51D1	olfactory receptor family 51 subfamily D member 1		OR51D1Q	ENSG00000197428
HGNC:15194	OR51E1	olfactory receptor family 51 subfamily E member 1	OR51E1P, OR52A3P, GPR164	GPR136	ENSG00000180785
HGNC:15195	OR51E2	olfactory receptor family 51 subfamily E member 2		PSGR	ENSG00000167332
HGNC:15196	OR51F1	olfactory receptor family 51 subfamily F member 1 (gene/pseudogene)	OR51F1P		ENSG00000280021
HGNC:15197	OR51F2	olfactory receptor family 51 subfamily F member 2			ENSG00000176925
HGNC:14738	OR51G1	olfactory receptor family 51 subfamily G member 1 (gene/pseudogene)	OR51G3P		ENSG00000278870
HGNC:15198	OR51G2	olfactory receptor family 51 subfamily G member 2			ENSG00000176893
HGNC:14833	OR51H1	olfactory receptor family 51 subfamily H member 1	OR51H1P		ENSG00000176904
HGNC:15200	OR51I1	olfactory receptor family 51 subfamily I member 1			ENSG00000167359
HGNC:15201	OR51I2	olfactory receptor family 51 subfamily I member 2			ENSG00000187918
HGNC:14856	OR51J1	olfactory receptor family 51 subfamily J member 1 (gene/pseudogene)	OR51J2, OR51J1P		ENSG00000184321
HGNC:14759	OR51L1	olfactory receptor family 51 subfamily L member 1			ENSG00000176798
HGNC:14847	OR51M1	olfactory receptor family 51 subfamily M member 1			ENSG00000184698
HGNC:14851	OR51Q1	olfactory receptor family 51 subfamily Q member 1 (gene/pseudogene)			ENSG00000167360
HGNC:15204	OR51S1	olfactory receptor family 51 subfamily S member 1			ENSG00000176922
HGNC:15205	OR51T1	olfactory receptor family 51 subfamily T member 1			ENSG00000176900
HGNC:19597	OR51V1	olfactory receptor family 51 subfamily V member 1	OR51A12		ENSG00000176742
HGNC:8318	OR52A1	olfactory receptor family 52 subfamily A member 1		HPFH1OR	ENSG00000182070
HGNC:19580	OR52A5	olfactory receptor family 52 subfamily A member 5			ENSG00000171944
HGNC:15207	OR52B2	olfactory receptor family 52 subfamily B member 2			ENSG00000255307
HGNC:15209	OR52B4	olfactory receptor family 52 subfamily B member 4 (gene/pseudogene)			ENSG00000221996
HGNC:15211	OR52B6	olfactory receptor family 52 subfamily B member 6			ENSG00000187747
HGNC:15212	OR52D1	olfactory receptor family 52 subfamily D member 1			ENSG00000181609
HGNC:14766	OR52E1	olfactory receptor family 52 subfamily E member 1 (gene/pseudogene)	OR52E1P		ENSG00000273085
HGNC:14769	OR52E2	olfactory receptor family 52 subfamily E member 2			ENSG00000176787
HGNC:15213	OR52E4	olfactory receptor family 52 subfamily E member 4			ENSG00000180974
HGNC:15214	OR52E5	olfactory receptor family 52 subfamily E member 5			ENSG00000277932
HGNC:15215	OR52E6	olfactory receptor family 52 subfamily E member 6			ENSG00000205409
HGNC:15217	OR52E8	olfactory receptor family 52 subfamily E member 8			ENSG00000183269
HGNC:15218	OR52H1	olfactory receptor family 52 subfamily H member 1			ENSG00000181616
HGNC:15220	OR52I1	olfactory receptor family 52 subfamily I member 1			ENSG00000232268
HGNC:15221	OR52I2	olfactory receptor family 52 subfamily I member 2			ENSG00000226288
HGNC:14799	OR52J3	olfactory receptor family 52 subfamily J member 3			ENSG00000205495
HGNC:15222	OR52K1	olfactory receptor family 52 subfamily K member 1			ENSG00000196778
HGNC:15223	OR52K2	olfactory receptor family 52 subfamily K member 2			ENSG00000181963
HGNC:14785	OR52L1	olfactory receptor family 52 subfamily L member 1			ENSG00000183313
HGNC:15225	OR52M1	olfactory receptor family 52 subfamily M member 1	OR52M1P		ENSG00000197790
HGNC:14853	OR52N1	olfactory receptor family 52 subfamily N member 1			ENSG00000181001
HGNC:15228	OR52N2	olfactory receptor family 52 subfamily N member 2			ENSG00000180988
HGNC:15230	OR52N4	olfactory receptor family 52 subfamily N member 4 (gene/pseudogene)			ENSG00000181074
HGNC:15231	OR52N5	olfactory receptor family 52 subfamily N member 5		OR52N5Q	ENSG00000181009
HGNC:15235	OR52R1	olfactory receptor family 52 subfamily R member 1 (gene/pseudogene)			ENSG00000279270
HGNC:15239	OR52W1	olfactory receptor family 52 subfamily W member 1	OR52W1P		ENSG00000175485
HGNC:19596	OR52Z1	olfactory receptor family 52 subfamily Z member 1 (gene/pseudogene)	OR52Z1P		ENSG00000176748
HGNC:14781	OR56A1	olfactory receptor family 56 subfamily A member 1			ENSG00000180934
HGNC:14786	OR56A3	olfactory receptor family 56 subfamily A member 3	OR56A6, OR56A3P		ENSG00000184478
HGNC:14791	OR56A4	olfactory receptor family 56 subfamily A member 4			ENSG00000183389
HGNC:14792	OR56A5	olfactory receptor family 56 subfamily A member 5	OR56A5P		ENSG00000188691
HGNC:15245	OR56B1	olfactory receptor family 56 subfamily B member 1	OR56B1P		ENSG00000181023
HGNC:15248	OR56B4	olfactory receptor family 56 subfamily B member 4			ENSG00000180919
HGNC:25896	ORAI1	ORAI calcium release-activated calcium modulator 1	TMEM142A	FLJ14466, CRACM1	ENSG00000276045
HGNC:21667	ORAI2	ORAI calcium release-activated calcium modulator 2	C7orf19, TMEM142B	CBCIP2, FLJ12474, FLJ14733, H_NH0514P08.8	ENSG00000160991
HGNC:28185	ORAI3	ORAI calcium release-activated calcium modulator 3	TMEM142C	MGC13024	ENSG00000175938
HGNC:8487	ORC1	origin recognition complex subunit 1	ORC1L	HSORC1, PARC1	ENSG00000085840
HGNC:8488	ORC2	origin recognition complex subunit 2	ORC2L		ENSG00000115942
HGNC:8489	ORC3	origin recognition complex subunit 3	ORC3L	IMAGE50150, LATHEO	ENSG00000135336
HGNC:8490	ORC4	origin recognition complex subunit 4	ORC4L	HsORC4, Orc4p	ENSG00000115947
HGNC:8491	ORC5	origin recognition complex subunit 5	ORC5L	Orc5p, ORC5T, PPP1R117	ENSG00000164815
HGNC:17151	ORC6	origin recognition complex subunit 6	ORC6L		ENSG00000091651
HGNC:8498	ORM1	orosomucoid 1			ENSG00000229314
HGNC:8499	ORM2	orosomucoid 2		AGP-B, AGP-B', AGP2	ENSG00000228278
HGNC:16036	ORMDL1	ORMDL sphingolipid biosynthesis regulator 1			ENSG00000128699
HGNC:16037	ORMDL2	ORMDL sphingolipid biosynthesis regulator 2		HSPC160, adoplin-2, MST095, MSTP095	ENSG00000123353
HGNC:16038	ORMDL3	ORMDL sphingolipid biosynthesis regulator 3			ENSG00000172057
HGNC:16994	OS9	OS9, endoplasmic reticulum lectin		OS-9, ERLEC2	ENSG00000135506
HGNC:8503	OSBP	oxysterol binding protein		OSBP1	ENSG00000110048
HGNC:8504	OSBP2	oxysterol binding protein 2	OSBPL1	KIAA1664, ORP-4, ORP4	ENSG00000184792
HGNC:16398	OSBPL1A	oxysterol binding protein like 1A	OSBPL1B	ORP-1, ORP1	ENSG00000141447
HGNC:15761	OSBPL2	oxysterol binding protein like 2		KIAA0772, ORP-2, DFNA67	ENSG00000130703
HGNC:16370	OSBPL3	oxysterol binding protein like 3	OSBP3	ORP-3, ORP3, KIAA0704	ENSG00000070882
HGNC:16392	OSBPL5	oxysterol binding protein like 5		KIAA1534, ORP5	ENSG00000021762
HGNC:16388	OSBPL6	oxysterol binding protein like 6		ORP6	ENSG00000079156
HGNC:16387	OSBPL7	oxysterol binding protein like 7		ORP7, MGC71150	ENSG00000006025
HGNC:16396	OSBPL8	oxysterol binding protein like 8		OSBP10, ORP8, MST120, MSTP120	ENSG00000091039
HGNC:16386	OSBPL9	oxysterol binding protein like 9			ENSG00000117859
HGNC:16395	OSBPL10	oxysterol binding protein like 10			ENSG00000144645
HGNC:16397	OSBPL11	oxysterol binding protein like 11		ORP-11, ORP11, FLJ13012, FLJ13164	ENSG00000144909
HGNC:29960	OSCAR	osteoclast associated, immunoglobulin-like receptor			ENSG00000170909
HGNC:29971	OSCP1	organic solute carrier partner 1	C1orf102	NOR1	ENSG00000116885
HGNC:16105	OSER1	oxidative stress responsive serine rich 1	C20orf111	dJ1183I21.1, HSPC207, Perit1, Osr1	ENSG00000132823
HGNC:18028	OSGEP	O-sialoglycoprotein endopeptidase		PRSMG1, GCPL1, OSGEP1, KAE1, TCS3	ENSG00000092094
HGNC:23075	OSGEPL1	O-sialoglycoprotein endopeptidase like 1		Qri7, OSGEPL	ENSG00000128694
HGNC:30093	OSGIN1	oxidative stress induced growth inhibitor 1		BDGI, OKL38	ENSG00000140961
HGNC:1355	OSGIN2	oxidative stress induced growth inhibitor family member 2	C8orf1	hT41	ENSG00000164823
HGNC:8506	OSM	oncostatin M		MGC20461	ENSG00000099985
HGNC:8507	OSMR	oncostatin M receptor		OSMRB	ENSG00000145623
HGNC:8111	OSR1	odd-skipped related transciption factor 1	ODD		ENSG00000143867
HGNC:15830	OSR2	odd-skipped related transciption factor 2		FLJ90037	ENSG00000164920
HGNC:32483	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic			ENSG00000228474
HGNC:24448	OSTC	oligosaccharyltransferase complex non-catalytic subunit		DC2	ENSG00000198856
HGNC:8510	OSTF1	osteoclast stimulating factor 1		SH3P2, OSF, bA235O14.1	ENSG00000134996
HGNC:21652	OSTM1	osteopetrosis associated transmembrane protein 1		HSPC019, GL	ENSG00000081087
HGNC:29961	OSTN	osteocrin			ENSG00000188729
HGNC:8512	OTC	ornithine carbamoyltransferase			ENSG00000036473
HGNC:16378	OTOA	otoancorin	DFNB22	CT108	ENSG00000155719
HGNC:8515	OTOF	otoferlin	DFNB9	FER1L2, DFNB6	ENSG00000115155
HGNC:8516	OTOG	otogelin		mlemp, OTGN, FLJ46346	ENSG00000188162
HGNC:26901	OTOGL	otogelin like	C12orf64	FLJ90579	ENSG00000165899
HGNC:34071	OTOL1	otolin 1		C1QTNF15, C1QTNF16	ENSG00000182447
HGNC:19656	OTOP1	otopetrin 1			ENSG00000163982
HGNC:19657	OTOP2	otopetrin 2			ENSG00000183034
HGNC:19658	OTOP3	otopetrin 3			ENSG00000182938
HGNC:8517	OTOR	otoraplin		MIAL, MIAL1, FDP	ENSG00000125879
HGNC:22644	OTOS	otospiralin		OTOSP	ENSG00000178602
HGNC:8518	OTP	orthopedia homeobox			ENSG00000171540
HGNC:23077	OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1		FLJ20113, FLJ40710	ENSG00000167770
HGNC:20351	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	C14orf137	FLJ21916, MGC3102	ENSG00000089723
HGNC:27346	OTUD1	OTU deubiquitinase 1	OTDC1	DUBA7	ENSG00000165312
HGNC:29038	OTUD3	OTU deubiquitinase 3		KIAA0459, DUBA4	ENSG00000169914
HGNC:24949	OTUD4	OTU deubiquitinase 4		HSHIN1, KIAA1046, DUBA6	ENSG00000164164
HGNC:25402	OTUD5	OTU deubiquitinase 5		DKFZp761A052, DUBA	ENSG00000068308
HGNC:32312	OTUD6A	OTU deubiquitinase 6A		FLJ25831, HSHIN6, DUBA2	ENSG00000189401
HGNC:24281	OTUD6B	OTU domain containing 6B		CGI-77, DUBA5	ENSG00000155100
HGNC:20718	OTUD7A	OTU deubiquitinase 7A	C15orf16, OTUD7	CEZANNE2	ENSG00000169918
HGNC:16683	OTUD7B	OTU deubiquitinase 7B	ZA20D1	CEZANNE	ENSG00000264522
HGNC:25118	OTULIN	OTU deubiquitinase with linear linkage specificity	FAM105B	FLJ34884	ENSG00000154124
HGNC:25629	OTULINL	OTU deubiquitinase with linear linkage specificity like	FAM105A	FLJ11127, NET20	ENSG00000145569
HGNC:8521	OTX1	orthodenticle homeobox 1			ENSG00000115507
HGNC:8522	OTX2	orthodenticle homeobox 2			ENSG00000165588
HGNC:24203	OVCA2	OVCA2, serine hydrolase domain containing			ENSG00000262664
HGNC:23080	OVCH1	ovochymase 1		OVCH	ENSG00000187950
HGNC:29970	OVCH2	ovochymase 2 (gene/pseudogene)		OVTN	ENSG00000183378
HGNC:8524	OVGP1	oviductal glycoprotein 1	MUC9	CHIT5	ENSG00000085465
HGNC:8525	OVOL1	ovo like transcriptional repressor 1		HOVO1	ENSG00000172818
HGNC:15804	OVOL2	ovo like zinc finger 2	ZNF339, CHED1	bA504H3.3, HOVO2, CHED	ENSG00000125850
HGNC:14186	OVOL3	ovo like zinc finger 3		HOVO3	ENSG00000105261
HGNC:8526	OXA1L	OXA1L, mitochondrial inner membrane protein		MGC133129, OXA1	ENSG00000155463
HGNC:8527	OXCT1	3-oxoacid CoA-transferase 1	OXCT	SCOT	ENSG00000083720
HGNC:18606	OXCT2	3-oxoacid CoA-transferase 2		FKSG25, FLJ00030, SCOT-T	ENSG00000198754
HGNC:24884	OXER1	oxoeicosanoid receptor 1		GPCR, TG1019, GPR170	ENSG00000162881
HGNC:4531	OXGR1	oxoglutarate receptor 1	GPR99, GPR80	P2RY15, P2Y15, aKGR	ENSG00000165621
HGNC:27901	OXLD1	oxidoreductase like domain containing 1	C17orf90	MGC104712	ENSG00000204237
HGNC:25128	OXNAD1	oxidoreductase NAD binding domain containing 1		MGC15763	ENSG00000154814
HGNC:15822	OXR1	oxidation resistance 1		TLDC3	ENSG00000164830
HGNC:26063	OXSM	3-oxoacyl-ACP synthase, mitochondrial		KS, FLJ20604, FASN2D, CEM1	ENSG00000151093
HGNC:8508	OXSR1	oxidative stress responsive 1	OSR1	KIAA1101	ENSG00000172939
HGNC:8528	OXT	oxytocin/neurophysin I prepropeptide	OT	OXT-NPI, OT-NPI	ENSG00000101405
HGNC:8529	OXTR	oxytocin receptor			ENSG00000180914
HGNC:8533	P2RX1	purinergic receptor P2X 1		P2X1	ENSG00000108405
HGNC:15459	P2RX2	purinergic receptor P2X 2	DFNA41	P2X2	ENSG00000187848
HGNC:8534	P2RX3	purinergic receptor P2X 3		P2X3	ENSG00000109991
HGNC:8535	P2RX4	purinergic receptor P2X 4		P2X4	ENSG00000135124
HGNC:8536	P2RX5	purinergic receptor P2X 5		P2X5, LRH-1	ENSG00000083454
HGNC:8538	P2RX6	purinergic receptor P2X 6	P2RXL1	P2XM, MGC129625, P2X6	ENSG00000099957
HGNC:8537	P2RX7	purinergic receptor P2X 7		P2X7, MGC20089	ENSG00000089041
HGNC:8539	P2RY1	purinergic receptor P2Y1		P2Y1, SARCC	ENSG00000169860
HGNC:8541	P2RY2	purinergic receptor P2Y2		P2U	ENSG00000175591
HGNC:8542	P2RY4	pyrimidinergic receptor P2Y4		NRU, P2Y4, UNR, P2P	ENSG00000186912
HGNC:8543	P2RY6	pyrimidinergic receptor P2Y6		P2Y6	ENSG00000171631
HGNC:15524	P2RY8	P2Y receptor family member 8		P2Y8	ENSG00000182162
HGNC:19906	P2RY10	P2Y receptor family member 10		P2Y10	ENSG00000078589
HGNC:8540	P2RY11	purinergic receptor P2Y11		P2Y11	ENSG00000244165
HGNC:18124	P2RY12	purinergic receptor P2Y12		P2Y12, SP1999, HORK3	ENSG00000169313
HGNC:4537	P2RY13	purinergic receptor P2Y13	GPR94, GPR86	FKSG77, P2Y13	ENSG00000181631
HGNC:16442	P2RY14	purinergic receptor P2Y14	GPR105	KIAA0001	ENSG00000174944
HGNC:19316	P3H1	prolyl 3-hydroxylase 1	LEPRE1	GROS1, LEPRECAN, MGC117314	ENSG00000117385
HGNC:19317	P3H2	prolyl 3-hydroxylase 2	LEPREL1	FLJ10718, MLAT4	ENSG00000090530
HGNC:19318	P3H3	prolyl 3-hydroxylase 3	LEPREL2	GRCB, HSU47926	ENSG00000110811
HGNC:16946	P3H4	prolyl 3-hydroxylase family member 4 (non-enzymatic)	LEPREL4	SC65, NO55	ENSG00000141696
HGNC:8546	P4HA1	prolyl 4-hydroxylase subunit alpha 1	P4HA	C-P4Halpha(I)	ENSG00000122884
HGNC:8547	P4HA2	prolyl 4-hydroxylase subunit alpha 2		C-P4Halpha(II)	ENSG00000072682
HGNC:30135	P4HA3	prolyl 4-hydroxylase subunit alpha 3		C-P4Halpha(III)	ENSG00000149380
HGNC:8548	P4HB	prolyl 4-hydroxylase subunit beta	PO4DB, ERBA2L	PDIA1, PROHB, DSI, GIT, PDI, PO4HB, P4Hbeta	ENSG00000185624
HGNC:28858	P4HTM	prolyl 4-hydroxylase, transmembrane		P4H-TM, PHD4, PH4, HIFPH4, FLJ20262, EGLN4, PH-4	ENSG00000178467
HGNC:8550	PA2G4	proliferation-associated 2G4			ENSG00000170515
HGNC:25687	PAAF1	proteasomal ATPase associated factor 1	WDR71	FLJ11848, Rpn14	ENSG00000175575
HGNC:8554	PABPC1	poly(A) binding protein cytoplasmic 1	PAB1, PABPC2	PABP1, PABPL1	ENSG00000070756
HGNC:15797	PABPC1L	poly(A) binding protein cytoplasmic 1 like	C20orf119	dJ1069P2.3, PABPC1L1, ePAB	ENSG00000101104
HGNC:27989	PABPC1L2A	poly(A) binding protein cytoplasmic 1 like 2A	RBM32A		ENSG00000186288
HGNC:31852	PABPC1L2B	poly(A) binding protein cytoplasmic 1 like 2B	RBM32B		ENSG00000184388
HGNC:8556	PABPC3	poly(A) binding protein cytoplasmic 3	PABPL3	PABP3, tPABP	ENSG00000151846
HGNC:8557	PABPC4	poly(A) binding protein cytoplasmic 4		iPABP, APP-1	ENSG00000090621
HGNC:31955	PABPC4L	poly(A) binding protein cytoplasmic 4 like			ENSG00000254535
HGNC:13629	PABPC5	poly(A) binding protein cytoplasmic 5		PABP5	ENSG00000174740
HGNC:8565	PABPN1	poly(A) binding protein nuclear 1	OPMD, PABP2	PAB2	ENSG00000100836
HGNC:37237	PABPN1L	poly(A) binding protein nuclear 1 like, cytoplasmic		ePABP2	ENSG00000205022
HGNC:19152	PACRG	parkin coregulated		PARK2CRG, FLJ32724, Glup, HAK005771	ENSG00000112530
HGNC:28442	PACRGL	parkin coregulated like	C4orf28	MGC29898	ENSG00000163138
HGNC:30032	PACS1	phosphofurin acidic cluster sorting protein 1		FLJ10209, KIAA1175	ENSG00000175115
HGNC:23794	PACS2	phosphofurin acidic cluster sorting protein 2	PACS1L	KIAA0602	ENSG00000179364
HGNC:8570	PACSIN1	protein kinase C and casein kinase substrate in neurons 1		SDPI	ENSG00000124507
HGNC:8571	PACSIN2	protein kinase C and casein kinase substrate in neurons 2		SDPII	ENSG00000100266
HGNC:8572	PACSIN3	protein kinase C and casein kinase substrate in neurons 3		SDPIII	ENSG00000165912
HGNC:18367	PADI1	peptidyl arginine deiminase 1		HPAD10, PDI1, PDI, PAD1	ENSG00000142623
HGNC:18341	PADI2	peptidyl arginine deiminase 2		KIAA0994, PDI2	ENSG00000117115
HGNC:18337	PADI3	peptidyl arginine deiminase 3		PDI3	ENSG00000142619
HGNC:18368	PADI4	peptidyl arginine deiminase 4	PADI5	PAD, PDI5, PDI4	ENSG00000159339
HGNC:20449	PADI6	peptidyl arginine deiminase 6			ENSG00000276747
HGNC:8573	PAEP	progestagen associated endometrial protein		PEP, PP14, GdA, GdS, GdF, PAEG, GD, MGC138509, MGC142288	ENSG00000122133
HGNC:25459	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component		PD2, F23149_1, FLJ11123	ENSG00000006712
HGNC:8574	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1	MDCR, MDS	LIS1, PAFAH, NudF	ENSG00000007168
HGNC:8575	PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2			ENSG00000168092
HGNC:8576	PAFAH1B3	platelet activating factor acetylhydrolase 1b catalytic subunit 3			ENSG00000079462
HGNC:8579	PAFAH2	platelet activating factor acetylhydrolase 2		HSD-PLA2	ENSG00000158006
HGNC:30043	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1		PAG, CBP	ENSG00000076641
HGNC:4107	PAGE1	PAGE family member 1	GAGEB1	PAGE-1, GAGE-9, CT16.3	ENSG00000068985
HGNC:31804	PAGE2	PAGE family member 2	GAGEC2	MGC62094, PAGE-2, CT16.4	ENSG00000234068
HGNC:31805	PAGE2B	PAGE family member 2B		CT16.5	ENSG00000238269
HGNC:4110	PAGE3	PAGE family member 3	GAGED1	PAGE-3, CT16.6	ENSG00000204279
HGNC:4108	PAGE4	PAGE family member 4	GAGEC1	PAGE-4, CT16.7	ENSG00000101951
